"Title","Latitude","Longitude","Description","LocalPath"
"1d0000097e_20250817_060000_Delay+4s_1024x768_Cam00_00.jpg",49.134704,20.4342096,"ID: 1d0000097e | UTC: 2025-08-17 06:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20250817_060000_Delay+4s_1024x768_Cam00_00.jpg"
"1d0000097e_20250817_080000_Delay+4s_1024x768_Cam00_00.jpg",49.1342816,20.4310416,"ID: 1d0000097e | UTC: 2025-08-17 08:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20250817_080000_Delay+4s_1024x768_Cam00_00.jpg"
"1d0000097e_20250817_140000_Delay+4s_1024x768_Cam00_00.jpg",48.054896,21.2955088,"ID: 1d0000097e | UTC: 2025-08-17 14:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20250817_140000_Delay+4s_1024x768_Cam00_00.jpg"
"1d0000097e_20250817_160000_Delay+4s_1024x768_Cam00_00 (1).jpg",47.739376,21.5058176,"ID: 1d0000097e | UTC: 2025-08-17 16:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20250817_160000_Delay+4s_1024x768_Cam00_00 (1).jpg"
"1d0000097e_20250817_160000_Delay+4s_1024x768_Cam00_00.jpg",47.739376,21.5058176,"ID: 1d0000097e | UTC: 2025-08-17 16:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20250817_160000_Delay+4s_1024x768_Cam00_00.jpg"
"1d0000097e_20250818_120000_Delay+4s_1024x768_Cam00_00 (1).jpg",46.5829344,23.6615872,"ID: 1d0000097e | UTC: 2025-08-18 12:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20250818_120000_Delay+4s_1024x768_Cam00_00 (1).jpg"
"1d0000097e_20250818_120000_Delay+4s_1024x768_Cam00_00.jpg",46.5829344,23.6615872,"ID: 1d0000097e | UTC: 2025-08-18 12:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20250818_120000_Delay+4s_1024x768_Cam00_00.jpg"
"1d0000097e_20250818_160000_Delay+4s_1024x768_Cam00_00.jpg",46.62552,23.7342944,"ID: 1d0000097e | UTC: 2025-08-18 16:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20250818_160000_Delay+4s_1024x768_Cam00_00.jpg"
"1d0000097e_20250820_040000_Delay+4s_1024x768_Cam00_00 (1).jpg",45.7563008,25.3921744,"ID: 1d0000097e | UTC: 2025-08-20 04:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20250820_040000_Delay+4s_1024x768_Cam00_00 (1).jpg"
"1d0000097e_20250820_040000_Delay+4s_1024x768_Cam00_00.jpg",45.7563008,25.3921744,"ID: 1d0000097e | UTC: 2025-08-20 04:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20250820_040000_Delay+4s_1024x768_Cam00_00.jpg"
"1d0000097e_20250820_120000_Delay+5s_1024x768_Cam00_00 (1).jpg",44.7951424,26.5253504,"ID: 1d0000097e | UTC: 2025-08-20 12:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20250820_120000_Delay+5s_1024x768_Cam00_00 (1).jpg"
"1d0000097e_20250820_120000_Delay+5s_1024x768_Cam00_00.jpg",44.7951424,26.5253504,"ID: 1d0000097e | UTC: 2025-08-20 12:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20250820_120000_Delay+5s_1024x768_Cam00_00.jpg"
"1d0000097e_20250820_140000_Delay+5s_1024x768_Cam00_00 (1).jpg",44.7976224,26.522696,"ID: 1d0000097e | UTC: 2025-08-20 14:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20250820_140000_Delay+5s_1024x768_Cam00_00 (1).jpg"
"1d0000097e_20250820_140000_Delay+5s_1024x768_Cam00_00.jpg",44.7976224,26.522696,"ID: 1d0000097e | UTC: 2025-08-20 14:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20250820_140000_Delay+5s_1024x768_Cam00_00.jpg"
"1d0000097e_20250822_040000_Delay+4s_1024x768_Cam00_00 (1).jpg",43.6071616,27.4175296,"ID: 1d0000097e | UTC: 2025-08-22 04:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20250822_040000_Delay+4s_1024x768_Cam00_00 (1).jpg"
"1d0000097e_20250822_040000_Delay+4s_1024x768_Cam00_00.jpg",43.6071616,27.4175296,"ID: 1d0000097e | UTC: 2025-08-22 04:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20250822_040000_Delay+4s_1024x768_Cam00_00.jpg"
"1d0000097e_20250822_060000_Delay+4s_1024x768_Cam00_00.jpg",43.6074528,27.4161024,"ID: 1d0000097e | UTC: 2025-08-22 06:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20250822_060000_Delay+4s_1024x768_Cam00_00.jpg"
"1d0000097e_20250822_080000_Delay+4s_1024x768_Cam00_00 (1).jpg",43.4794016,27.50912,"ID: 1d0000097e | UTC: 2025-08-22 08:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20250822_080000_Delay+4s_1024x768_Cam00_00 (1).jpg"
"1d0000097e_20250822_080000_Delay+4s_1024x768_Cam00_00.jpg",43.4794016,27.50912,"ID: 1d0000097e | UTC: 2025-08-22 08:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20250822_080000_Delay+4s_1024x768_Cam00_00.jpg"
"1d0000097e_20250822_140000_Delay+5s_1024x768_Cam00_00 (1).jpg",42.4764,27.1201952,"ID: 1d0000097e | UTC: 2025-08-22 14:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20250822_140000_Delay+5s_1024x768_Cam00_00 (1).jpg"
"1d0000097e_20250822_140000_Delay+5s_1024x768_Cam00_00.jpg",42.4764,27.1201952,"ID: 1d0000097e | UTC: 2025-08-22 14:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20250822_140000_Delay+5s_1024x768_Cam00_00.jpg"
"1d0000097e_20250822_160000_Delay+4s_1024x768_Cam00_00 (1).jpg",42.3865056,27.128512,"ID: 1d0000097e | UTC: 2025-08-22 16:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20250822_160000_Delay+4s_1024x768_Cam00_00 (1).jpg"
"1d0000097e_20250822_160000_Delay+4s_1024x768_Cam00_00.jpg",42.3865056,27.128512,"ID: 1d0000097e | UTC: 2025-08-22 16:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20250822_160000_Delay+4s_1024x768_Cam00_00.jpg"
"1d0000097e_20250823_160000_Delay+4s_1024x768_Cam00_00 (1).jpg",41.2154496,28.1451904,"ID: 1d0000097e | UTC: 2025-08-23 16:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20250823_160000_Delay+4s_1024x768_Cam00_00 (1).jpg"
"1d0000097e_20250823_160000_Delay+4s_1024x768_Cam00_00 (2).jpg",41.2154496,28.1451904,"ID: 1d0000097e | UTC: 2025-08-23 16:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20250823_160000_Delay+4s_1024x768_Cam00_00 (2).jpg"
"1d0000097e_20250823_160000_Delay+4s_1024x768_Cam00_00.jpg",41.2154496,28.1451904,"ID: 1d0000097e | UTC: 2025-08-23 16:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20250823_160000_Delay+4s_1024x768_Cam00_00.jpg"
"1d0000097e_20250824_040000_Delay+4s_1024x768_Cam00_00 (1).jpg",41.2153856,28.1449024,"ID: 1d0000097e | UTC: 2025-08-24 04:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20250824_040000_Delay+4s_1024x768_Cam00_00 (1).jpg"
"1d0000097e_20250824_040000_Delay+4s_1024x768_Cam00_00.jpg",41.2153856,28.1449024,"ID: 1d0000097e | UTC: 2025-08-24 04:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20250824_040000_Delay+4s_1024x768_Cam00_00.jpg"
"1d0000097e_20250824_080000_Delay+5s_1024x768_Cam00_00 (1).jpg",41.2148864,28.145696,"ID: 1d0000097e | UTC: 2025-08-24 08:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20250824_080000_Delay+5s_1024x768_Cam00_00 (1).jpg"
"1d0000097e_20250824_080000_Delay+5s_1024x768_Cam00_00 (2).jpg",41.2148864,28.145696,"ID: 1d0000097e | UTC: 2025-08-24 08:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20250824_080000_Delay+5s_1024x768_Cam00_00 (2).jpg"
"1d0000097e_20250824_080000_Delay+5s_1024x768_Cam00_00.jpg",41.2148864,28.145696,"ID: 1d0000097e | UTC: 2025-08-24 08:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20250824_080000_Delay+5s_1024x768_Cam00_00.jpg"
"1d0000097e_20250824_100000_Delay+4s_1024x768_Cam00_00 (1).jpg",41.2223296,28.1529536,"ID: 1d0000097e | UTC: 2025-08-24 10:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20250824_100000_Delay+4s_1024x768_Cam00_00 (1).jpg"
"1d0000097e_20250824_100000_Delay+4s_1024x768_Cam00_00.jpg",41.2223296,28.1529536,"ID: 1d0000097e | UTC: 2025-08-24 10:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20250824_100000_Delay+4s_1024x768_Cam00_00.jpg"
"1d0000097e_20250824_140000_Delay+4s_1024x768_Cam00_00.jpg",41.2157792,28.1500608,"ID: 1d0000097e | UTC: 2025-08-24 14:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20250824_140000_Delay+4s_1024x768_Cam00_00.jpg"
"1d0000097e_20250825_100000_Delay+4s_1024x768_Cam00_00.jpg",41.2133248,28.1553216,"ID: 1d0000097e | UTC: 2025-08-25 10:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20250825_100000_Delay+4s_1024x768_Cam00_00.jpg"
"1d0000097e_20250825_160000_Delay+5s_1024x768_Cam00_00.jpg",41.2150112,28.1457152,"ID: 1d0000097e | UTC: 2025-08-25 16:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20250825_160000_Delay+5s_1024x768_Cam00_00.jpg"
"1d0000097e_20250826_040000_Delay+4s_1024x768_Cam00_00.jpg",41.2158176,28.1495904,"ID: 1d0000097e | UTC: 2025-08-26 04:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20250826_040000_Delay+4s_1024x768_Cam00_00.jpg"
"1d0000097e_20250826_060000_Delay+4s_1024x768_Cam00_00.jpg",41.215152,28.1503104,"ID: 1d0000097e | UTC: 2025-08-26 06:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20250826_060000_Delay+4s_1024x768_Cam00_00.jpg"
"1d0000097e_20250826_140000_Delay+5s_1024x768_Cam00_00.jpg",40.049392,29.8467904,"ID: 1d0000097e | UTC: 2025-08-26 14:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20250826_140000_Delay+5s_1024x768_Cam00_00.jpg"
"1d0000097e_20250826_160000_Delay+5s_1024x768_Cam00_00.jpg",39.4763008,30.71408,"ID: 1d0000097e | UTC: 2025-08-26 16:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20250826_160000_Delay+5s_1024x768_Cam00_00.jpg"
"1d0000097e_20250827_040000_Delay+4s_1024x768_Cam00_00.jpg",39.3071872,30.9982432,"ID: 1d0000097e | UTC: 2025-08-27 04:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20250827_040000_Delay+4s_1024x768_Cam00_00.jpg"
"1d0000097e_20250827_160000_Delay+4s_1024x768_Cam00_00.jpg",38.4192352,32.1442944,"ID: 1d0000097e | UTC: 2025-08-27 16:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20250827_160000_Delay+4s_1024x768_Cam00_00.jpg"
"1d0000097e_20260111_040000_Delay+5s_1024x768_Cam00_00.jpg",31.3028672,34.737232,"ID: 1d0000097e | UTC: 2026-01-11 04:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20260111_040000_Delay+5s_1024x768_Cam00_00.jpg"
"1d0000097e_20260111_060000_Delay+4s_1024x768_Cam00_00 (1).jpg",31.3148928,34.7339008,"ID: 1d0000097e | UTC: 2026-01-11 06:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20260111_060000_Delay+4s_1024x768_Cam00_00 (1).jpg"
"1d0000097e_20260111_080000_Delay+4s_1024x768_Cam00_00 (1).jpg",31.321184,34.734432,"ID: 1d0000097e | UTC: 2026-01-11 08:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20260111_080000_Delay+4s_1024x768_Cam00_00 (1).jpg"
"1d0000097e_20260111_100000_Delay+4s_1024x768_Cam00_00.jpg",31.3211904,34.7347488,"ID: 1d0000097e | UTC: 2026-01-11 10:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20260111_100000_Delay+4s_1024x768_Cam00_00.jpg"
"1d0000097e_20260111_120000_Delay+4s_1024x768_Cam00_00.jpg",31.321152,34.734608,"ID: 1d0000097e | UTC: 2026-01-11 12:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20260111_120000_Delay+4s_1024x768_Cam00_00.jpg"
"1d0000097e_20260112_060000_Delay+4s_1024x768_Cam00_00.jpg",31.3102176,34.7359168,"ID: 1d0000097e | UTC: 2026-01-12 06:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20260112_060000_Delay+4s_1024x768_Cam00_00.jpg"
"1d0000097e_20260112_140000_Delay+4s_1024x768_Cam00_00.jpg",31.3188384,34.7342592,"ID: 1d0000097e | UTC: 2026-01-12 14:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20260112_140000_Delay+4s_1024x768_Cam00_00.jpg"
"1d0000097e_20260113_080000_Delay+4s_1024x768_Cam00_00 (1).jpg",31.3093056,34.7356064,"ID: 1d0000097e | UTC: 2026-01-13 08:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20260113_080000_Delay+4s_1024x768_Cam00_00 (1).jpg"
"1d0000097e_20260113_080000_Delay+4s_1024x768_Cam00_00.jpg",31.3093056,34.7356064,"ID: 1d0000097e | UTC: 2026-01-13 08:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20260113_080000_Delay+4s_1024x768_Cam00_00.jpg"
"1d0000097e_20260113_100000_Delay+4s_1024x768_Cam00_00.jpg",31.3166144,34.7327808,"ID: 1d0000097e | UTC: 2026-01-13 10:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20260113_100000_Delay+4s_1024x768_Cam00_00.jpg"
"1d0000097e_20260113_140000_Delay+4s_1024x768_Cam00_00.jpg",31.3189312,34.7350848,"ID: 1d0000097e | UTC: 2026-01-13 14:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20260113_140000_Delay+4s_1024x768_Cam00_00.jpg"
"1d0000097e_20260113_160000_Delay+4s_1024x768_Cam00_00.jpg",31.3044384,34.7363456,"ID: 1d0000097e | UTC: 2026-01-13 16:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20260113_160000_Delay+4s_1024x768_Cam00_00.jpg"
"1d0000097e_20260114_060000_Delay+4s_1024x768_Cam00_00.jpg",31.3161632,34.734512,"ID: 1d0000097e | UTC: 2026-01-14 06:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20260114_060000_Delay+4s_1024x768_Cam00_00.jpg"
"1d0000097e_20260114_080000_Delay+4s_1024x768_Cam00_00.jpg",31.3166528,34.7347744,"ID: 1d0000097e | UTC: 2026-01-14 08:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20260114_080000_Delay+4s_1024x768_Cam00_00.jpg"
"1d0000097e_20260114_100000_Delay+4s_1024x768_Cam00_00.jpg",31.318816,34.7342496,"ID: 1d0000097e | UTC: 2026-01-14 10:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20260114_100000_Delay+4s_1024x768_Cam00_00.jpg"
"1d0000097e_20260114_120000_Delay+4s_1024x768_Cam00_00.jpg",31.3189056,34.7340768,"ID: 1d0000097e | UTC: 2026-01-14 12:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20260114_120000_Delay+4s_1024x768_Cam00_00.jpg"
"1d0000097e_20260114_140000_Delay+4s_1024x768_Cam00_00.jpg",31.3195488,34.734464,"ID: 1d0000097e | UTC: 2026-01-14 14:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20260114_140000_Delay+4s_1024x768_Cam00_00.jpg"
"1d0000097e_20260114_160000_Delay+4s_1024x768_Cam00_00.jpg",31.30296,34.7375136,"ID: 1d0000097e | UTC: 2026-01-14 16:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20260114_160000_Delay+4s_1024x768_Cam00_00.jpg"
"1d0000097e_20260115_040000_Delay+4s_1024x768_Cam00_00.jpg",31.304464,34.7375104,"ID: 1d0000097e | UTC: 2026-01-15 04:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20260115_040000_Delay+4s_1024x768_Cam00_00.jpg"
"1d0000097e_20260115_060000_Delay+4s_1024x768_Cam00_00.jpg",31.3094144,34.735984,"ID: 1d0000097e | UTC: 2026-01-15 06:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20260115_060000_Delay+4s_1024x768_Cam00_00.jpg"
"1d0000097e_20260115_080000_Delay+4s_1024x768_Cam00_00.jpg",31.3102688,34.7357792,"ID: 1d0000097e | UTC: 2026-01-15 08:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20260115_080000_Delay+4s_1024x768_Cam00_00.jpg"
"1d0000097e_20260115_100000_Delay+5s_1024x768_Cam00_00.jpg",31.3216128,34.7336352,"ID: 1d0000097e | UTC: 2026-01-15 10:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20260115_100000_Delay+5s_1024x768_Cam00_00.jpg"
"1d0000097e_20260115_120000_Delay+5s_1024x768_Cam00_00.jpg",31.3212224,34.7345632,"ID: 1d0000097e | UTC: 2026-01-15 12:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20260115_120000_Delay+5s_1024x768_Cam00_00.jpg"
"1d0000097e_20260115_140000_Delay+4s_1024x768_Cam00_00.jpg",31.3191712,34.734208,"ID: 1d0000097e | UTC: 2026-01-15 14:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20260115_140000_Delay+4s_1024x768_Cam00_00.jpg"
"1d0000097e_20260116_060000_Delay+4s_1024x768_Cam00_00.jpg",31.3099808,34.7365696,"ID: 1d0000097e | UTC: 2026-01-16 06:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20260116_060000_Delay+4s_1024x768_Cam00_00.jpg"
"1d0000097e_20260116_080000_Delay+4s_1024x768_Cam00_00.jpg",31.319456,34.7333952,"ID: 1d0000097e | UTC: 2026-01-16 08:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20260116_080000_Delay+4s_1024x768_Cam00_00.jpg"
"1d0000097e_20260117_060000_Delay+4s_1024x768_Cam00_00.jpg",31.316416,34.7319808,"ID: 1d0000097e | UTC: 2026-01-17 06:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20260117_060000_Delay+4s_1024x768_Cam00_00.jpg"
"1d0000097e_20260117_080000_Delay+5s_1024x768_Cam00_00.jpg",31.3166624,34.7324288,"ID: 1d0000097e | UTC: 2026-01-17 08:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20260117_080000_Delay+5s_1024x768_Cam00_00.jpg"
"1d0000097e_20260117_100000_Delay+4s_1024x768_Cam00_00 (1).jpg",31.3165792,34.7324032,"ID: 1d0000097e | UTC: 2026-01-17 10:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20260117_100000_Delay+4s_1024x768_Cam00_00 (1).jpg"
"1d0000097e_20260117_100000_Delay+4s_1024x768_Cam00_00.jpg",31.3165792,34.7324032,"ID: 1d0000097e | UTC: 2026-01-17 10:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20260117_100000_Delay+4s_1024x768_Cam00_00.jpg"
"1d0000097e_20260117_120000_Delay+5s_1024x768_Cam00_00.jpg",31.3165568,34.7321792,"ID: 1d0000097e | UTC: 2026-01-17 12:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20260117_120000_Delay+5s_1024x768_Cam00_00.jpg"
"1d0000097e_20260117_140000_Delay+4s_1024x768_Cam00_00.jpg",31.3190368,34.734448,"ID: 1d0000097e | UTC: 2026-01-17 14:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20260117_140000_Delay+4s_1024x768_Cam00_00.jpg"
"1d0000097e_20260118_080000_Delay+4s_1024x768_Cam00_00.jpg",31.319328,34.7334816,"ID: 1d0000097e | UTC: 2026-01-18 08:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20260118_080000_Delay+4s_1024x768_Cam00_00.jpg"
"1d0000097e_20260118_120000_Delay+4s_1024x768_Cam00_00.jpg",31.3155488,34.7339936,"ID: 1d0000097e | UTC: 2026-01-18 12:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20260118_120000_Delay+4s_1024x768_Cam00_00.jpg"
"1d0000097e_20260118_140000_Delay+5s_1024x768_Cam00_00.jpg",31.3189344,34.73408,"ID: 1d0000097e | UTC: 2026-01-18 14:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20260118_140000_Delay+5s_1024x768_Cam00_00.jpg"
"1d0000097e_20260118_160000_Delay+4s_1024x768_Cam00_00.jpg",31.3047168,34.737424,"ID: 1d0000097e | UTC: 2026-01-18 16:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20260118_160000_Delay+4s_1024x768_Cam00_00.jpg"
"1d0000097e_20260119_040000_Delay+4s_1024x768_Cam00_00.jpg",31.3029632,34.7375936,"ID: 1d0000097e | UTC: 2026-01-19 04:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20260119_040000_Delay+4s_1024x768_Cam00_00.jpg"
"1d0000097e_20260119_100000_Delay+5s_1024x768_Cam00_00.jpg",31.318976,34.7350048,"ID: 1d0000097e | UTC: 2026-01-19 10:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20260119_100000_Delay+5s_1024x768_Cam00_00.jpg"
"1d0000097e_20260119_120000_Delay+4s_1024x768_Cam00_00.jpg",31.3210176,34.7345856,"ID: 1d0000097e | UTC: 2026-01-19 12:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20260119_120000_Delay+4s_1024x768_Cam00_00.jpg"
"1d0000097e_20260119_140000_Delay+4s_1024x768_Cam00_00.jpg",31.321248,34.7342688,"ID: 1d0000097e | UTC: 2026-01-19 14:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20260119_140000_Delay+4s_1024x768_Cam00_00.jpg"
"1d0000097e_20260120_060000_Delay+4s_1024x768_Cam00_00.jpg",31.3092928,34.7353312,"ID: 1d0000097e | UTC: 2026-01-20 06:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20260120_060000_Delay+4s_1024x768_Cam00_00.jpg"
"1d0000097e_20260120_080000_Delay+4s_1024x768_Cam00_00.jpg",31.3099424,34.7368352,"ID: 1d0000097e | UTC: 2026-01-20 08:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20260120_080000_Delay+4s_1024x768_Cam00_00.jpg"
"1d0000097e_20260120_120000_Delay+4s_1024x768_Cam00_00.jpg",31.3185696,34.7361216,"ID: 1d0000097e | UTC: 2026-01-20 12:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20260120_120000_Delay+4s_1024x768_Cam00_00.jpg"
"1d0000097e_20260120_140000_Delay+4s_1024x768_Cam00_00.jpg",31.3183616,34.7343296,"ID: 1d0000097e | UTC: 2026-01-20 14:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20260120_140000_Delay+4s_1024x768_Cam00_00.jpg"
"1d0000097e_20260121_060000_Delay+4s_1024x768_Cam00_00.jpg",31.315728,34.7347328,"ID: 1d0000097e | UTC: 2026-01-21 06:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20260121_060000_Delay+4s_1024x768_Cam00_00.jpg"
"1d0000097e_20260121_080000_Delay+5s_1024x768_Cam00_00.jpg",31.3166912,34.7339392,"ID: 1d0000097e | UTC: 2026-01-21 08:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20260121_080000_Delay+5s_1024x768_Cam00_00.jpg"
"1d0000097e_20260121_100000_Delay+4s_1024x768_Cam00_00.jpg",31.320544,34.7349216,"ID: 1d0000097e | UTC: 2026-01-21 10:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20260121_100000_Delay+4s_1024x768_Cam00_00.jpg"
"1d0000097e_20260121_140000_Delay+4s_1024x768_Cam00_00.jpg",31.2972864,34.7368704,"ID: 1d0000097e | UTC: 2026-01-21 14:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20260121_140000_Delay+4s_1024x768_Cam00_00.jpg"
"1d0000097e_20260122_080000_Delay+4s_1024x768_Cam00_00.jpg",31.3164352,34.7347264,"ID: 1d0000097e | UTC: 2026-01-22 08:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20260122_080000_Delay+4s_1024x768_Cam00_00.jpg"
"1d0000097e_20260122_120000_Delay+4s_1024x768_Cam00_00.jpg",31.3189248,34.7346624,"ID: 1d0000097e | UTC: 2026-01-22 12:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20260122_120000_Delay+4s_1024x768_Cam00_00.jpg"
"1d0000097e_20260122_140000_Delay+4s_1024x768_Cam00_00.jpg",31.3157568,34.7351584,"ID: 1d0000097e | UTC: 2026-01-22 14:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20260122_140000_Delay+4s_1024x768_Cam00_00.jpg"
"1d0000097e_20260123_060000_Delay+4s_1024x768_Cam00_00.jpg",31.3165152,34.7341472,"ID: 1d0000097e | UTC: 2026-01-23 06:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20260123_060000_Delay+4s_1024x768_Cam00_00.jpg"
"1d0000097e_20260123_080000_Delay+4s_1024x768_Cam00_00.jpg",31.3155968,34.7339168,"ID: 1d0000097e | UTC: 2026-01-23 08:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20260123_080000_Delay+4s_1024x768_Cam00_00.jpg"
"1d0000097e_20260123_100000_Delay+4s_1024x768_Cam00_00.jpg",31.3149024,34.7323136,"ID: 1d0000097e | UTC: 2026-01-23 10:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20260123_100000_Delay+4s_1024x768_Cam00_00.jpg"
"1d0000097e_20260123_120000_Delay+4s_1024x768_Cam00_00.jpg",31.3193984,34.7345312,"ID: 1d0000097e | UTC: 2026-01-23 12:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20260123_120000_Delay+4s_1024x768_Cam00_00.jpg"
"1d0000097e_20260124_060000_Delay+4s_1024x768_Cam00_00.jpg",31.3096576,34.7371968,"ID: 1d0000097e | UTC: 2026-01-24 06:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20260124_060000_Delay+4s_1024x768_Cam00_00.jpg"
"1d0000097e_20260124_080000_Delay+4s_1024x768_Cam00_00 (1).jpg",31.3098112,34.7368352,"ID: 1d0000097e | UTC: 2026-01-24 08:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20260124_080000_Delay+4s_1024x768_Cam00_00 (1).jpg"
"1d0000097e_20260124_080000_Delay+4s_1024x768_Cam00_00.jpg",31.3098112,34.7368352,"ID: 1d0000097e | UTC: 2026-01-24 08:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20260124_080000_Delay+4s_1024x768_Cam00_00.jpg"
"1d0000097e_20260125_100000_Delay+4s_1024x768_Cam00_00.jpg",31.3163616,34.7342176,"ID: 1d0000097e | UTC: 2026-01-25 10:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20260125_100000_Delay+4s_1024x768_Cam00_00.jpg"
"1d0000097e_20260125_120000_Delay+4s_1024x768_Cam00_00.jpg",31.3194656,34.7346912,"ID: 1d0000097e | UTC: 2026-01-25 12:00:00","C:/tmp/github/stork-log-photos/1d0000097e_20260125_120000_Delay+4s_1024x768_Cam00_00.jpg"
